batch_id,group_name,product_id,product_name,risk_level,recommended_decision,blocker,operator_action,review_priority
BATCH_1,STATIONERY_AND_GIFTING,045a2dc8-27a0-4b93-9cf4-2531a803951a,Buku Zikir & Wirid Harian Rasulullah by Ustaz Wadi Annuar,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_1,STATIONERY_AND_GIFTING,0eb19156-a97b-4ede-917d-2e808ebc4217,100 Doa Taubat Dari al-Quran dan Hadith Nabi Muhammad SAW,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_1,STATIONERY_AND_GIFTING,3ea9ee09-3127-4a2e-a19d-ac19a55381ce,"Panduan Wirid, Zikir & Doa Selepas Solat Bahasa Arab & Rumi",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_1,STATIONERY_AND_GIFTING,7a88c55d-82a6-4045-88b2-f635f772cd05,(10 pcs) SAMPUL DUIT RAYA BASIC BUNGA BUNGA SAIZ BESAR 2026 Money Packet 24 PILIHAN DESIGN,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_1,STATIONERY_AND_GIFTING,957d9159-0002-414a-b63f-3f2c1e376097,Surat Cinta Dari Tuhan (Sinopsis 30 Juz Quran) by Adnin Roslan,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_1,HOME_ORGANIZATION,47b33809-3d4f-4e88-b5d6-1d4b7f3e5453,SimHome 24L/66L/100L/150L Foldable Storage Box Clothes Storage Bins With Lids Waterproof Storage Organizer With Steel Frame Kotak Simpanan,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,HIGH
BATCH_2,HOME_ORGANIZATION,4b647657-20a4-496d-a412-f7123a24c837,Seluar Cotton Corak Petak (Random Color) | Lembut & Selesa | Unisex (keep the keywords so people searching for pants can still find it),LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,5beecf4e-255d-4ddd-8255-64750a87e414,SimHome 24L/66L/100L Clothes Storage Box Transparent Foldable Storage Bins With Lids Waterproof Storage Organizer With Steel Frame Kotak Simpanan,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,888bf009-2c12-4f50-9585-653f20fb6ed8,[HOMEBLIND] Langsir EROCA Semi Blackout Bercorak / Curtains Hook or Ring / French Pleat & Grommet Top,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,898b93a6-6ab6-4c27-ae81-c35ee7ee9dc1,HOMEWORTH 7 in 1 Food Container Set With Lid Bekas Makanan Hadiah Microwave-safe,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,ad39720e-2033-4184-9107-f820022a790f,PANDA QUEENIE TUDUNG BAWAL PRINTED TUDUNG BAWAL CORAK PRINTED HIJAB COTTON VOILE PRINTED BAWAL NEW HIJAB nathalable hijab herlen hijab printed bawal cotton Square Flowy,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,cfce055e-31ca-48e6-b5f5-9148cf4c68eb,DOUBLE C Sarung Bantal Corak New Modern Design Pillow Case Bedding Soft,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,HOME_ORGANIZATION,d69a8d56-51dc-4df0-969f-14ddf7b314f0,Cadar Corak Bedsheet Queen/King (4in1) & Single (2in1) Fitted Bedsheet Getah Tepi Bedding Bolster,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,TOYS_AND_HOBBIES,7b22f826-243c-4a1e-a1f6-e67bb61b395b,Benang Kait Milk Cotton Yarn 5ply kod warna YA01-YA91 50gram/yarn/benangkait /milkcotton,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,TOYS_AND_HOBBIES,f2d33f17-5c40-45c3-bb46-aabf7a1819a2,TBF Kawat Bulu DIY Craft Kit Batang Chenille Stems 100pcs 37 Warna Campuran Batang Seni Kraf Tebal Lembut Bunga Flower untuk Crochet Knitting & Hiasan Rumah Tadika,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,02d4ba80-1156-431c-b6a8-b37ecb80c67b,MILVUS M13017 Seluar Trek Panjang Kanak-Kanak S-XXL | Kids’ Track Long Pants,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,07b2fcdf-a9ab-4d5d-a10d-15a9b291af62,LIMITED STOCK BY HANNAVELLA,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,0902af44-1a8f-4576-80ed-0ab963ced392,QAYRAA P1 Jersi Muslimah BUDAK Microfiber Quick Dry / Size: 22-32 / Jersey Muslimah Kids/ Baju Sukan Muslimah - DARK KHAKI/ TEAL BLUE/ ARMY GREEN/ BROWN / FOREST GREEN / VIOLET / LILAC /Burgundy/Mustard Gold/ Red Black Purple Clothing,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,106e2661-8a34-4c7d-9908-51006959f3d4,Amyrahijab Shawl Heavy Chiffon Premium (BUY 5 GET 6),LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,1ccd0bb5-5f5b-40fc-8a38-0ff2df3a9571,Seluar Peluh Kaki Lebar Gaya Malas Vintaj Longgar Panjang Lantai Kasual Seluar Panjang Sukan Serba guna Seluar Outfit Baggy Style Casual Outfit Wide Leg Pants Seluar Plus Size,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,231129c1-b889-44b8-ab8c-3390fb3edc42,[ KB HIJABSTA ] Women High Waist Stretch Long Pants / Mini BootCut Auto Slim Design Slack Ironless Trousers MATERIAL PREMIUM SCUBA ( Fit up to 120KG ),LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,244d4e59-dcad-4cee-a6a8-f233e577e5bb,READY STOCK Cotton Women Inner Pants/ Muslimah Seluar Dalam Panjang/ Kain Sejuk Safety Pants / Kain Dalam,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,2832c73c-efe3-4501-addb-4d0bb7c4e917,ZAYRA LAYLA 2 SAAT KAIN SARUNG MOSCREPE KOREA ADA BELAH DI BAWAH!!!!! DISCLAIMER(. SIZE S UTK BUDAK SAJA),LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,2d913f77-7810-4595-8874-938c6a7e057d,SOUK SARUNG MOSCREPE SLIM FIT AWANING LAZY LIPAT KAIN MOSCRAPE PREMIUM SIZE M-L-XL,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,2e251609-5ee6-4ff8-b365-76c2ef274773,Round Neck Microfiber Singlet Men Jersey Sleeveless Baju Jersi Lelaki Plain Unisex Quick Dry Baju Sukan Casual Cool Clothing Outdoor Sport,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,2e8e2b1f-25cf-4412-9bc5-c03b57071a9a,"Kaftan Kejururawatan, Farhah, Saiz Bebas, Zip Halimunan",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,383b57a7-332d-45a5-aca3-2c71f878d3d7,Bidasari Kurung Cotton Embroidery Cutwork,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,3da0be61-1f70-491d-80eb-16fbd61532c0,"Tudung Bawal Cotton Bidang 45"" l Tudung Bawal Square Hijab l Bawal Cotton 45",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,418db1a6-c174-4ed2-9250-f879f197875e,JAZNOR TSHIRT BLOUSE FLORA MATERIAL RIBBED KNIT BY HARIKA AISHAH STYLE,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,463f7b29-23dc-4662-b089-4f56f6454277,"TUDUNG SARUNG BAWAL LAYLA MOSCREPE FAEZAH ILAI BIDA - Moscrepe Anti Tembam Anti Pekak dengan Tag SH Hijab Muslimah tudungsarung murah weekend casual hijab segeraSaiz S Mosscrepuntuk kanak-kanak 7–8 tahun, bukan untuk dewasa.Sila semak carta saiz sebelum",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,499c861a-df9c-41ec-bddc-3e453b56d762,ADVO Long Pants Men Polyester Seluar Panjang Lelaki Track Pants Sportswear Seluar Sukan Sports Running Pocket Jogger pants Seluar Panjang Sekolah Menengah School Pants Seluar Panjang Lelaki Tracksuit Bottom Sportswear Seluar Sukan,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,4fa0fa22-ad84-49d6-b567-6e92a104bf2a,SNOW CAP INDONESIA KAIN COTTON 100% Cotton,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,5492fa7f-8368-4013-872a-918e10f9b6da,New Arrival Telekung Single Lace Hidaya Renda Cantik Dan Lawa Viscose Lycra Dewasa Muslimah,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,5d62e360-5348-4c60-a05e-071638c852d3,Sarung souk yashfa cotton premium free size || material cotton viscose premium ironless || soft awning (bole lipat) Hijab Instant,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,7379cbac-9651-4c1c-b097-a4138fe8a3b4,M-5XL Men Short Pants Sport Shorts Beach Shorts Casual Fashion Men Pants Seluar Pendek Lelaki Men's Pant,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,76986483-c499-45bf-b160-c73a5753df64,MINI SPORT COTTON JASMINE - SML PREMIUM COTTON,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,827820d1-5441-48c8-89d8-eaac9ba984ce,cotton tudung sarung/SIZE/S/M/L/XL Cotton,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,93922e65-31c4-40ef-b45b-99916cb3e136,(HARGA BORONG) TRACKSUIT PLAIN ADULT / KIDS SPORT SCHOOL (TRACKSUIT SUKAN SEKOLAH KOPERASI DEWASA / BUDAK) TRCH12,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,94116afc-c8f9-421d-af62-8b57e810129a,YAN@YAN Viral Thai Elephant Pants 🐘 Boho Wide Leg Trousers | Elastic Waist Casual Travel Beach Pants | Free Size & Plus Size-8601,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,a1cd39a0-c514-4fad-98b0-2338fd784d01,​Magic Will Bra Tidak Nampak Rekaan Alamiah Tali Lebar Anti Peluh Ventilasi Belakang Selesa​,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,a9f99515-355d-45e5-ad6a-1d97a3a96ad4,"Tudung Bawal Cotton ""PREMIUM"" Lembut Paling Senang Bentuk Bidang 45' READY STOCK Square Jilbab tudung bawalSila semak carta saiz sebelum membuat pesanan.",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,ae2d9b04-c65e-4d62-b390-ecc0f7c0b7df,"Seluar dalam lelaki cetakan manga-Huruf kreatif peninju lelaki cetakan penuh HELLO tema seluar dalam jenama yang bergaya, peninju mesra kulit bernafas dan lembut",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,b0b8dc89-4e32-46cb-a181-55bfabb1ac0e,Ceecile Motion Cargo Pants Wide-Leg Street Fit with Contrast Stitch Lines,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,b3e05eb3-8c77-4e37-b163-996dfd4455bf,A14 - Alyanaa Baju Kelawar Moden / Baju Tidur Moden Cotton Silk,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,bd1c9005-a9a3-4b01-8528-fd86c9e8840d,SAUK JOJET HAYDA SCARF XS S M L,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,cd336929-5908-4d7e-9fdc-98812018feea,Tudung Sarung Siap AMARA || Kain Moscrepe Korea || Awning Lazy Lipat Hijab Instant,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,cd394fff-5e39-4e18-ac1e-f0050bd2c133,QAYRAA (P1) Jersey Short Sleeve Microfiber Plain T-Shirt Unisex/ Size: S-5XL /Jersi Kosong Lengan Pendek / Men & Women Wear Tops/Burgundy/Hitam Black/Rich Brown/Maroon/Navy Blue,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,cfefad5e-e96a-498f-8c62-ac488e7b8160,"3 / 5 helai Set seluar dalam fesyen untuk lelaki, peninju bernafas, lembut, selesa, cepat kering murah",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,d23790df-b38b-4978-9ea2-d55def79b17f,MILVUS M13030 Tracksuit Slim-Fit S-XXL | Slim-Fit Tracksuit,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,deb336f2-885e-437b-b86d-57b79da4dda0,"Tudung Sarung Cotton Hantu Size S M L- Hijab Viscose Instant Awning size -s Saiz S cotton untuk kanak-kanak 7–8 tahun, bukan untuk dewasa. Sila semak carta saiz sebelum membuat pesanan.",LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,e1803e3e-4665-441b-be6c-8415cb8c6bed,S JODOHLEBARAN SILLA - Tudung BawaLEXC,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,e6cb7e6d-16ab-4926-bef7-a99ff419d1b4,￼Silvy Original PANJAG & PENDEK Mesir Stokin stoking Muslimah socks magic,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,e7bfc09f-8a05-4420-abca-72b93be72ffa,Korean Women Sleeveless High Neck Singlet Crop Top Shirt Camisole female Korean Tight-fitting All-match Bottoming Singlet for woman Inner Neck Tutup Leher Outfit Ideas,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,e905245b-949d-4d6c-a24c-1666eab4de08,Tracksuit Kaki Cekak Unisex Budak / Dewasa Seluar Track Budak Lelaki bawah getah Plain Hitam Dan Biru / Sekolah Dan Sukan Seluar trek budak 771 Premium Thread,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,eb04b6dd-e055-433b-a6b4-54524735d26d,QAYRAA P3 (2XL-7XL) Athleisure Jersi Muslimah PREMIUM Microfiber/Sport Activewear/Baju Sukan Jersey Muslimah Quick Dry Size: S-10XL/Baju Labuh Baju Renang/Rich Brown/Burgundy/Purple/NAVY/Lilac/DUSTY ROSE/GREY/Green/KHAKI/Teal Blue/Red Blouses Tops Shirts,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_2,FASHION_AND_APPAREL,ecd367eb-0a0d-433d-a774-50dfdf088f69,PANDAEYES CACABO CORDUROY PANTS (CLO-CNXC0907LP),LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,MEDIUM
BATCH_3,FASHION_AND_APPAREL,f4227b61-0182-4235-ab5d-dde5d58f330f,(HARGA BORONG) ALGITUS UNISEX SCUBA TRAINING PANT ADULT / KIDS TRACKSUIT (SELUAR TRACKSUIT SEKOLAH PREMIUM SUKAN) TRCH28,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,LOW
BATCH_3,FASHION_AND_APPAREL,f4bbef79-217e-4b93-9fce-f7e4a18f01dc,Women Sleeveless Viscose Cotton Floral Night Dress/ Home Wear / Plus Size 2XL-4XL Floral Fabric,LOW_RISK_READY_FOR_OPERATOR_REVIEW,APPROVE_CLAIM_SAFE_CANDIDATE,None,Approve claim-safe rewrite,LOW
